"id";"bookName";"author";"publication";"language";"location";"numberOfCopies";"createdDateTime";"lastUpdatedDateTime"
"033f5117-ac91-4bb0-8569-0c609393dd74";"Jain Darshanma Karmavaad";"ChandrashekharVijayji";"Kamal Prakashan Trust";"Gujarati";"Rack 4 - Aisle 2";1;"2021-11-06 18:16:59";"2021-11-06 18:16:59"
"0341df95-5cc4-44d3-a6f0-32b689735a15";"Ocean in Drops";"Muni Nathmal";"Adarsh Sahitya Sangh";"English";"Rack 8 - Aisle 2";1;"2022-02-13 19:07:17";"2022-02-13 19:07:17"
"0355453f-7c09-4f04-80a9-fe2f82697616";"Pravachan Ratnakar Volume 11";"Pujya Gurudev Shri Kanji Swami";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Gujarati";"Rack 2 - Aisle 5";2;"2021-10-03 20:24:25";"2021-10-03 20:24:25"
"038fabd2-e460-4a53-b7ec-61e919bf04c5";"Jainism & The Temples of Mount Abu and Ranakpur";"Lothar Clermont";"Prakash Books";"English";"Rack 7 - Aisle 5";1;"2022-02-06 18:56:37";"2022-02-06 18:56:37"
"03cddb18-fbda-4aab-b4a0-be8a54a604ca";"Charittanuwali";"Sadhvishri Subodhika";"Sadhvi Subodhika Jain Trust";"Gujarati";"Rack 5 - Aisle 2";1;"2022-02-13 20:11:41";"2022-02-13 20:11:41"
"03eb2458-2dc5-4d0a-bed0-de52168e12a3";"Jainism And The Temples Of Mount Abu And Ranakpur";"Photography: Thomas Dix Text: Lothar Clermont";"Prakash Books";"English";"Rack 7 - Aisle 5";1;"2022-01-30 22:10:39";"2022-01-30 22:10:39"
"04b8f149-026f-4d59-be46-2d406f0d0704";"Jain Tatva Darshan Volume 3";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Gujarati";"Rack 2 - Aisle 5";2;"2021-10-03 20:13:45";"2021-10-03 20:13:45"
"0515f50b-7dfd-4e9a-86d2-00459ab4ed30";"Pravachan Ratnakar Volume 8";"Pujya Gurudev Shri Kanji Swami";"Shri Kund Kund Kahan Parmagam Pravachan trust";"Gujarati";"Rack 2 - Aisle 5";2;"2021-10-03 20:27:05";"2021-10-03 20:27:05"
"0562c1a9-381b-4696-9807-f915deffc68c";"Indian Style";"David Brittain";"Clarkson and Potter";"English";"Rack 7 - Aisle 4";1;"2022-01-30 20:32:13";"2022-01-30 20:32:13"
"0569db5f-9b5e-478c-ab76-1123fbb2c041";"Aspects of Jaina Art & Architecture";"U.P.Shah & M. A. Dhaky";"Munshiram Manoharlal Publishers Pvt. Ltd";"English";"Rack 7 - Aisle 5";1;"2022-02-06 19:00:59";"2022-02-06 19:00:59"
"05789c69-fb30-4508-a13a-f6e4d30022db";"Yogavasishthno Raskash";"Swami Pranavtirth";"Shri Swadhyay Prakashan Mandir, Amdavad";"Gujarati";"Rack 4 - Aisle 4";1;"2021-12-05 21:23:58";"2021-12-05 21:23:58"
"061623e9-7400-4f02-8d43-c1b704f96ce3";"Future In our Hand";"Nitin Mehta";"Publications India- New Dehli";"English";"Rack 8 - Aisle 1";1;"2022-02-06 19:46:56";"2022-02-06 19:46:56"
"067a31b7-4be7-489b-9cc8-42e4de1bd9f9";"Prakrut Vigyan Kathao Vol - 2";"Pujyaacharya Ma. Shri Vijaykastursuriswarji";"Shri Vijay-Nemi-Vigyan-Kastursuri Gyanmandir";"Gujarati";"Rack 4 - Aisle 3";1;"2021-11-27 22:15:10";"2021-11-27 22:15:10"
"0700e45c-d4ae-47ae-aa19-c8133455e008";"Shrimadni Siddhpad Bhavna";"Saryuben R Mehta";"Shreyas Pracharak Sabhana Trustio";"Gujarati";"R3 I3";1;"2021-10-23 19:53:37";"2021-10-23 19:53:37"
"07093857-9e1e-4dac-9a7c-70a56816d224";"Shri Kevadi Prabhu no saath - Volume 3";"Saryu Rajni Mehta";"Shreyas Pracharak Sabha ";"Gujarati";"Rack 1 - Aisle 5";3;"2021-08-15 17:19:26";"2021-08-15 17:19:26"
"07a05d09-407b-449a-b2e5-c79f18775812";"Vachanamrutshatak";"Shrimad Rajchandra";"Parmarth Prabhavak Trust";"Gujarati";"Rack 5 - Aisle 2";1;"2022-01-23 21:29:57";"2022-01-23 21:29:57"
"07c66a07-d929-4822-8166-9b557adbfa3f";"Mahavirswamino Aachardharm";"Gopaldaas Jivabhai Patel";"Gujrat Vidhyapith Mandal";"Gujarati";"Rack 4 - Aisle 1";1;"2021-11-07 20:35:09";"2021-11-07 20:35:09"
"0898eda3-29e2-491b-a90c-6c295b03307e";"Aaptavani - Shreni 11(Uttarardh)";"Dr. Niruben Amin";"Dada Bhagwan Foundation (Madras) Vati";"Gujarati";"Rack 1 - Aisle 3";1;"2021-08-21 16:46:26";"2021-08-21 16:46:26"
"08a9bca5-9365-4da7-a520-e698b80ee46d";"Niyamsaar";"Shrimad Bhagwatkundkundacharya Dev";"Shri Digambar Jain Svadhyay Mandir Trust";"Gujarati";"Rack 3 - Aisle 5";2;"2021-10-10 18:17:11";"2021-10-10 18:17:11"
"09357a03-a7f0-40be-9f44-5e3d433ff2df";"Arihante Sharnam Pavvajami";"Vijay Ramchandrasurishwarji Maharaja";"Pu.Aa.Shri Vijay Ramchandrasurishwarji Maharaja Smrutimandir Anjan-Pratishtha Mahotsav Samiti";"Gujarati";"Rack 4 - Aisle 4";1;"2021-12-05 19:59:36";"2021-12-05 19:59:36"
"094c01ff-a865-4528-9b3b-5eb2f8c4a764";"Gatagat Na Bolnu Spashtikaran";"Gulabchand Panachand Mehta";"Shri Shamji Velji Virani";"Gujarati";"Rack 4 - Aisle 3";1;"2021-11-21 21:11:55";"2021-11-21 21:11:55"
"0968e280-10e3-4b01-9e38-aafbf5cf883d";"Samadhimaran";"Parasbhai Jain";"Shrimad Rajchandra Gyanmandir";"Gujarati";"Rack 5 - Aisle 3";1;"2022-02-06 19:43:17";"2022-02-06 19:43:17"
"0a71f5fa-653b-4e56-95d4-93591bdd26e5";"Glimpses In Jainism ";"Bharan Diwaker S.C. Diwaker";"Shri Bharatvarshiya Digambar Jain";"English";"Rack 8 - Aisle 1";4;"2022-02-06 19:46:17";"2022-02-06 19:46:17"
"0ac395b8-4bfc-46c0-acbb-dc35c97331a7";"Sadhak Sathi";"Pujya Shri Atmanandji";"Shri SatShrutSevaSadhna Kendra";"Gujarati";"Rack 2 - Aisle 4";1;"2021-09-19 21:55:39";"2021-09-19 21:55:39"
"0adc6bf2-8f57-4fcb-a6ec-0412ebad30da";"Jain Philosophy Historcal Outline";"Narendra Nath Bhattacharyya";"Munishiram Manorharlal Publishers Pvt. Ltd.";"English";"Rack 7 - Aisle 2";1;"2021-12-26 20:15:43";"2021-12-26 20:15:43"
"0b11bbca-7ed0-4685-b397-bad64d6b0798";"Jainism Non-Violence and Vegatarianism";"Dr. T.J. Salgia";"Dr. T.J. Salgia";"English";"Rack 8 - Aisle 1";1;"2022-02-06 19:49:35";"2022-02-06 19:49:35"
"0b7ec7cf-8a89-4ed4-8f67-f84ebbe93a73";"Jin Bhakti";"Shrimad Rajchandra Adhyatmik Satsang Sadhna Kendra";"Shrimad Rajchandra Adhyatmik Satsang Sadhna Kendra";"Gujarati";"Rack 1 - Aisle 3";3;"2021-08-21 16:42:43";"2021-08-21 16:42:43"
"0c1250d0-8d8b-484c-b8c7-d08958078f15";"Samansuttam";"Munishri Bhuvanchandraji";"Yagya Prakashan";"Gujarati";"Rack 4 - Aisle 1";2;"2021-11-07 19:09:55";"2021-11-07 19:09:55"
"0c4002dd-2dc6-48a6-835b-9b79b5d5f91f";"Pravachan Ratnakar Volume 10";"Pujya Gurudev Shri Kanji Swami";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Gujarati";"Rack 2 - Aisle 5";2;"2021-10-03 20:24:48";"2021-10-03 20:24:48"
"0c929eae-e324-4cfd-bcf7-1861028d2561";"A comprehensive history of Jainism";"Asim Kumar Chatterjee";"Firma Klm Private Limited";"English";"Rack 8 - Aisle 2";1;"2022-02-13 20:02:18";"2022-02-13 20:02:18"
"0c9ed1cb-2d1c-4de4-bc8b-70488ae89432";"Kachchh The Last Frontier";"T.S. Randhawa";"Prakash Books";"English";"Rack 7 - Aisle 5";1;"2022-01-30 20:47:38";"2022-01-30 20:47:38"
"0d1c9c31-4b69-44a2-a66f-b0e74d6318c8";"Syad Vada Manjari";"F.W. Thomas";"Shri Jinendra Press";"English";"Rack 6 - Aisle 5";3;"2021-12-18 19:32:31";"2021-12-18 19:32:31"
"0d7a2839-59a3-4962-bc13-4eb901bc9451";"Jintattva Vol - 2";"Ramanlal C.Shah";"Chimanlal J.Shah";"Gujarati";"Rack 5 - Aisle 1";1;"2021-12-26 20:57:16";"2021-12-26 20:57:16"
"0d853183-ba9c-42db-8ec2-f3c5187314fa";"Bliss (The Culmination Of Detachment)";"Upadhyaya Amar Muni";"n/a";"English";"Rack 8 - Aisle 2";1;"2022-02-06 21:17:49";"2022-02-06 21:17:49"
"0db33187-3fc9-4011-ae44-f552949a830e";"Pushpamada";"Parasbhai Jain";"Shrimad Rajchandra Janma Bhuvan";"Gujarati";"Rack 1 - Aisle 4";3;"2021-08-21 15:36:00";"2021-08-21 15:36:00"
"0dc53dfd-d5f6-435e-9e37-6d8f0b199e74";"Anekant Triju Netra";"Yuva Acharya Mahapragya";"Anekant Bharti Prakashan";"Gujarati";"Rack 3 - Aisle 1";3;"2021-10-10 17:02:13";"2021-10-10 17:02:13"
"0e28aca9-280f-44b8-a658-c18aa75c43eb";"Antim Sadhna";"Pu. Shri Hemsagarsuri Ji";"Pu. Shri Hemsagarsuri Ji";"Gujarati";"Rack 3 - Aisle 2";2;"2021-10-10 18:46:40";"2021-10-10 18:46:40"
"0e54cf74-a9ea-473d-9626-d07085175c91";"Studies in Jainism: Primer";"Duli Chandra Jain";"Jain Study Circle Inc.";"English";"Rack 7 - Aisle 2";3;"2021-12-25 20:47:55";"2021-12-25 20:47:55"
"0eb45f5d-ca05-46e0-b32e-5eb01554c1a1";"The Prakrita Grammarians";"Prabhakara Jha";"Indological Publishers and Booksellers";"English";"Rack 6 - Aisle 3";4;"2021-11-27 20:43:18";"2021-11-27 20:43:18"
"0f2c9981-8bec-484a-9241-3c50d49a71bf";"Saddha Param Dullaha";"Shrimad Rajchandra Ashram";"Shrimad Rajchandra Ashram";"Gujarati";"Rack 3 - Aisle 4";2;"2021-10-10 18:59:41";"2021-10-10 18:59:41"
"0f543154-dc50-43bc-963c-bb2407b2e8b8";"Gujarat a Journey";"Roving Writers";"Nutech Photolithographers, New Delhi India";"English";"Rack 7 - Aisle 5";1;"2022-02-06 19:06:29";"2022-02-06 19:06:29"
"10122c11-4729-4bc7-98df-4e05cceca6b9";"Jain Tatva Darshan Volume 2";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Gujarati";"Rack 2 - Aisle 5";1;"2021-10-03 20:13:33";"2021-10-03 20:13:33"
"1035d2b3-5f1b-4bda-afda-09cab44f8c8f";"Vartaman Tirthankar Shri Simandhar Swami";"Dr. Niruben Amin";"Mahavideh Foundation";"Gujarati";"Rack 4 - Aisle 3";1;"2021-11-20 21:31:56";"2021-11-20 21:31:56"
"10c8c96f-701b-49fc-8042-47272b5e6d06";"Saptikanama(Chhatho Karmagranth)";"Dhirajlal Dahyalal Mehta";"Shri Jain Dharmaprasaran Trust -Surat";"Gujarati";"Rack 5 - Aisle 4";1;"2022-02-13 21:02:32";"2022-02-13 21:02:32"
"10df3096-96b3-44a5-8e80-5c9669b4b8a5";"Kalyani Kedi";"Aacharyadev Shrimad Vijay Purnchandrasurishwarji Maharaj ";"Sanskruti Prakashan";"Gujarati";"Rack 4 - Aisle 1";1;"2021-11-07 21:33:00";"2021-11-07 21:33:00"
"1124db60-75c0-4af7-8596-810b20845d98";"Darshan Yatra";"Chatish Bhogilaal Mehta";"Image Publication Pvt. Ltd.";"Gujarati";"Rack 3 - Aisle 4";1;"2021-10-31 18:10:57";"2021-10-31 18:10:57"
"11b2774d-b15c-4934-b019-8b123ff8a22f";"Jeevtatvanu Parigyan";"Sunandaben Vora";"Arthsahyog";"Gujarati";"Rack 3 - Aisle 2";2;"2021-10-31 17:53:14";"2021-10-31 17:53:14"
"12219fd4-2e60-4cb7-8024-6c3dc3a3b860";"Patro Dhwara Karunanuyog Parichay";"Dr.Sau.Ujjawala Shaha";"Vitragvani Prakashan";"Gujarati";"Rack 5 - Aisle 2";1;"2022-02-13 20:00:42";"2022-02-13 20:00:42"
"12503802-3dec-4eee-865c-0fee520be9e7";"Saman Suttam";"Sri Jinendra Varni";"Sarva Seva Sangh Prakashan";"English";"Rack 6 - Aisle 1";9;"2021-11-14 19:24:22";"2021-11-14 19:24:22"
"12562c31-1528-4a70-ae27-88d3dbe56d30";"UpdeshPraasad - Volume 5";"Shri Virat";"Virat Prakashan Mandir";"Gujarati";"Rack 2 - Aisle 4";1;"2021-09-19 21:31:54";"2021-09-19 21:31:54"
"12615281-3036-415a-8e60-1e65236e86a8";"Amivarsha";"Shrimati Shantshila Gajjar";"Shri Kadarmrishi Granthmala";"Gujarati";"Rack 5 - Aisle 1";1;"2021-12-25 19:04:21";"2021-12-25 19:04:21"
"12921074-a894-4564-9deb-0f8a822d6be4";"Sharda Shiromani";"Shardabai Mahasatiji";"Shardabai Mahasatijina Bhaktgan";"Gujarati";"Rack 3 - Aisle 5";1;"2021-10-10 18:31:51";"2021-10-10 18:31:51"
"1373c1bc-078c-4593-93f6-f49356edec96";"Happy And Harmonionus Family";"Acharya Mahapragya";"Jain Vishva Bharati";"English";"Rack 8 - Aisle 2";1;"2022-02-06 21:04:42";"2022-02-06 21:04:42"
"138c5839-ff48-43b7-a443-94ae094f3ea3";"Samadhi-Sadhna";"Shrimad Rajchandra Aashram";"Shrimad Rajchandra Aashram Agas";"Gujarati";"Rack 2 - Aisle 2";1;"2021-11-20 20:40:18";"2021-11-20 20:40:18"
"1425b028-0a24-4cd7-9d11-531bcf43bd84";"The Systems of Indian Philoshophy";"V. R. Gandhi";"Shri Mahavira Jaina Vidyalaya";"English";"Rack 6 - Aisle 4";4;"2021-12-05 19:36:33";"2021-12-05 19:36:33"
"147d2226-b75a-4902-bdb4-382b4b73cfab";"Sambodhi";"Acharya Mahapragya";"Jain Vishwabharti";"Gujarati";"Rack 1 - Aisle 2";12;"2021-08-21 16:24:19";"2021-08-21 16:24:19"
"1499964f-f86a-469c-bc6e-7ab27ed3d28a";"Jain Tatva Darshan Volume 5";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Kund Kund Kahan Digambar Jain Swadhyay Mandir";"Gujarati";"Rack 2 - Aisle 5";2;"2021-10-03 20:13:59";"2021-10-03 20:13:59"
"14c57de4-c265-4cd6-9fdb-5285ebb2a9f0";"Shri Aatmasiddhi Shashtra Tatha Anya Pado";"Shrimad Rajchandra Aashram";"Shrimad Rajchandra Aashram";"Gujarati";"R3 I3";1;"2021-10-23 19:51:30";"2021-10-23 19:51:30"
"14e4b595-e149-4bcf-bd3c-c2f03ed8a04e";"Aspects Of Jain Religion";"Dr. Vilas A. Sangave";"Bharatiya Jnanpith";"English";"Rack 8 - Aisle 1";1;"2022-02-06 19:36:18";"2022-02-06 19:36:18"
"14e5693a-944f-41e9-a332-870e2e5ba656";"Nav Tatvano Saral Parachay";"Sunandaben Vohra";"Trikamlal Mahasukhram";"Gujarati";"Rack 3 - Aisle 1";2;"2021-10-09 21:04:42";"2021-10-09 21:04:42"
"150dff95-bb5f-4d1b-a1bc-89dcf664c8f2";"Sod Dharmbhavna Kshmapana";"Shrimad Rajchandra Gyanmandir Trust";"Shrimad Rajchandra Gyanmandir Trust";"Gujarati";"Rack 5 - Aisle 2";1;"2022-01-30 23:12:06";"2022-01-30 23:12:06"
"154538cd-3c68-4074-a635-764f698bdde6";"Jivannu Antim Mangalya";"Pu. Aa. Shri Chidanandsuriswarji M.Sa.";"Padmavati Prakashan Mandir";"Gujarati";"Rack 4 - Aisle 3";1;"2021-11-27 21:44:34";"2021-11-27 21:44:34"
"15597b14-25d8-4324-b59f-9cd2a9f0a467";"Jaintatva Parichay";"Dr. Ujjawala Dineshchandra Shaha";"Veetragvaniprakashak";"Gujarati";"Rack 3 - Aisle 1";3;"2021-10-09 21:01:34";"2021-10-09 21:01:34"
"159e3bce-c3ae-45a9-b188-836a7c61754f";"Shir Tuj Aan Vahu";"Shri Atul Shah";"Viniyog Parivar";"Gujarati";"Rack 5 - Aisle 1";1;"2021-12-25 20:06:03";"2021-12-25 20:06:03"
"15c7ef1b-6914-4b98-84f7-203b444f330b";"Jain Ramayan";"Shri Gunratnasurisvarji";"Jingun Aaradhak Trust";"Gujarati";"Rack 3 - Aisle 5";1;"2021-10-10 18:12:43";"2021-10-10 18:12:43"
"15f2fa7c-4a4d-4780-bcb8-df8b09440def";"Aapne Atmanirikshan Karishu?";"Munishri Amrendra Vijayji";"Atmajyot Prakashan";"Gujarati";"Rack 3 - Aisle 1";2;"2021-11-20 19:39:46";"2021-11-20 19:39:46"
"16071683-0604-445d-bbeb-3a194b3776f6";"Jaina View of Life";"Dr. T. G. Kalghatgi";"Jaina Samskrti Samraksaka Sangh";"English";"Rack 7 - Aisle 4";2;"2022-01-30 19:18:03";"2022-01-30 19:18:03"
"162288f2-a91d-449d-91d9-5dfbf2157339";"Essence of World Religions";"Pravin K. Shah";"Jain Study Center of North Carilona";"English";"Rack 7 - Aisle 1";5;"2021-12-25 19:28:43";"2021-12-25 19:28:43"
"16db6857-5bd7-4755-ad69-f6a1e59caebe";"Jain Dharma, Shrimad Rajchandra Ane Mahatma Gandhi";"Kumarpaal Desai";"Shrimad Rajchandra Nijabhyaas Mandal Ane Vihaarbhavan Trust";"Gujarati";"R3 I3";1;"2021-10-23 19:58:10";"2021-10-23 19:58:10"
"172b2d20-1ea6-4928-8609-b429d6d61424";"Kathayugal";"Sunandaben Vora";"Aanandsumangal Parivaar";"Gujarati";"Rack 3 - Aisle 2";1;"2021-10-31 17:54:23";"2021-10-31 17:54:23"
"17d7b726-179d-4a27-a862-b2d185325720";"Success Through Positive Thinking";"S.P. Sharma";"Pustak Mahal..";"English";"Rack 8 - Aisle 1";1;"2022-02-06 20:20:25";"2022-02-06 20:20:25"
"183ea112-21c1-4445-8b0c-ff6a3500d956";"Aspects Of Early Jainism";"Jai Prakash Singh";"Ancient Indian History, Culture & Archealogy";"English";"Rack 8 - Aisle 1";1;"2022-02-06 19:21:03";"2022-02-06 19:21:03"
"18470e27-f8d2-488a-aa67-8aa87e6955eb";"Shri Rajvaani Ane Bhaktiras-Zarna";"Shrimad Rajchandra Gyan Mandir Trust";"Shrimad Rajchandra Gyan Mandir Trust";"Gujarati";"Rack 3 - Aisle 4";1;"2021-10-10 19:09:01";"2021-10-10 19:09:01"
"195578c8-f568-4fa5-80c2-abf27cd3afe1";"Karmastav";"Dhirajlal Dahyalal Mehta";"Jain Dharma Prasaran Trust - Surat";"Gujarati";"Rack 1 - Aisle 1";5;"2021-09-04 15:33:15";"2021-09-04 15:33:15"
"1959c385-db37-429c-8d85-40d5dfe5706a";"Apta-Mimamsa Of Acharya Samantabhadra";"Saratchandra Ghoshal";"Bharatiya Jnanpith";"English";"Rack 7 - Aisle 3";1;"2022-02-13 22:00:07";"2022-02-13 22:00:07"
"19b2e59c-d259-4ca1-a09a-af35dc3c238f";"Yogdrashti Na Ajwada - Volume 1";"MuktidarshanVijayji Maharaj";"Ek Shrutpremi";"Gujarati";"Rack 2 - Aisle 4";1;"2021-09-19 21:44:29";"2021-09-19 21:44:29"
"19c79ed2-25c5-42f8-a644-4cdd2edfe9cb";"Shrimad Rajchandra - A Great Seer";"Dr. Saryu R. Mehta";"Shrimad Rajchandra Ashram";"English";"Rack 6 - Aisle 1";2;"2021-11-20 20:26:01";"2021-11-20 20:26:01"
"1a35a170-ee66-4c7b-b569-34a824ccc53b";"Dravyasangrah";"Shri Digambar Jain Svaydhay Mandir Trust";"Shri Digambar Jain Svaydhay Mandir Trust";"Gujarati";"Rack 3 - Aisle 2";1;"2021-10-30 19:56:16";"2021-10-30 19:56:16"
"1a4dc155-9230-49d3-8c95-6509aec4c1e8";"Haim-Sanskrut Praveshika Volume - 1";"Pandit Shivlal Nemchand Shah";"Bhadrankar Prakashan";"Gujarati";"Rack 4 - Aisle 1";1;"2021-11-07 22:24:52";"2021-11-07 22:24:52"
"1a988832-52a1-4be1-a787-08136282dc92";"Alpadaan-LabhMahan";"Aa. Kalpayashsuri Maharaj";"Bharatkumar Fakirchand Shah-Canada";"Gujarati";"Rack 4 - Aisle 3";1;"2021-11-20 21:25:24";"2021-11-20 21:25:24"
"1b0572ff-966b-4652-bc9a-b157e38813f5";"Ethical Doctrines in Jainism";"Kamal Chand Sogani";"Jaina  Sanskriti Samrakshaka Sangh";"English";"Rack 7 - Aisle 5";1;"2022-02-06 18:51:33";"2022-02-06 18:51:33"
"1b2453ce-71ec-4e3b-8f4d-504c9509d1a4";"Rajbhakti";"Shrimad Rajchandra Adhyatmik Satsang Sadhna Kendra";"Shrimad Rajchandra Adhyatmik Satsang Sadhna Kendra";"Gujarati";"Rack 1 - Aisle 3";4;"2021-09-04 17:46:51";"2021-09-04 17:46:51"
"1b33efa8-7809-4cca-a6e4-7390ab3008cf";"Shrimad Rajchandra Pranit Aatmasiddhishashtra";"Dhirajlal Dahyalal Mehta";"Institute of Jainology";"Gujarati";"Rack 3 - Aisle 3";2;"2021-10-30 18:56:07";"2021-10-30 18:56:07"
"1c5521bb-8df2-41be-8417-35598b7012af";"Namokaar Mahamantra";"Dr. Hukumchand Bharill";"Pandit Todarmal Smarak Trust";"Gujarati";"Rack 3 - Aisle 2";2;"2021-10-31 18:17:58";"2021-10-31 18:17:58"
"1c639d56-5060-4f57-ae4b-3fb84cf4d154";"Mahavir Puran";"Shri Sakalkirti Acharya";"Shri Kundkund-Kahan Moksharthi Pariwar";"Gujarati";"Rack 5 - Aisle 1";1;"2021-12-26 20:13:13";"2021-12-26 20:13:13"
"1cf64452-dae4-4558-9d4f-a9d6f8c38004";"Mandima pan Masti";"Acharya Vijay Ratnasundarsuri";"Ratnatrayi Trust";"Gujarati";"Rack 4 - Aisle 2";1;"2021-11-06 19:53:15";"2021-11-06 19:53:15"
"1cfe2c4e-16ea-4143-933f-7ae14d718721";"The Way of Life - Part - 3";"Panyas Bhadraguptvijayji";"Shri Vishwakalyan Prakashan Trust";"English";"Rack 6 - Aisle 4";1;"2021-12-05 19:33:37";"2021-12-05 19:33:37"
"1d4ca025-4f02-4d5d-95ef-10e231fe9657";"Jin ni Bhakti Aape Aneri Shakti";"P.Pu.Acharyadev Shrimad Vijay Bhuvanbhanusurishwarji Maharaj";"Divyadarshan Trust";"Gujarati";"Rack 4 - Aisle 4";1;"2021-12-05 20:03:48";"2021-12-05 20:03:48"
"1d958cab-b1c2-437e-8bc4-3612f4cfa1a9";"Jaina Art And Architecture Volume 1";"Bhartiya Jnanpith";"Bhartiya Jnanpith";"English";"Rack 7 - Aisle 5";1;"2022-01-30 21:16:05";"2022-01-30 21:16:05"
"1de1c1ac-5db7-4421-a6ed-c8a862b7dd03";"Yogdrastisamucchai";"Shrimad Haribhadrasurishwarji Maharaj";"Shrimad Rajchandra Ashram";"Gujarati";"Rack 2 - Aisle 3";3;"2021-09-19 18:48:41";"2021-09-19 18:48:41"
"1e4f31e5-890d-4a54-bd05-e85b25a07054";"Svadhyay Sudha";"Br. Ni. Rasikbhai Shah";"Sva. Amrutben Laaljibhai Dodhiya";"Gujarati";"Rack 3 - Aisle 5";1;"2021-10-10 18:26:54";"2021-10-10 18:26:54"
"1e7b13f1-55ac-4df1-82fb-1ec76607c2ae";"Mahavirna Bodh ne Patra Kon";"Namra Muni";"Spritual Impressions pvt ltd";"Gujarati";"Rack 3 - Aisle 1";3;"2021-10-10 17:06:48";"2021-10-10 17:06:48"
"1e93dea7-0a4f-4385-91ce-6096cf0539b4";"Jain Studies in Canada";"Bhuvanendra Kumar";"Jain Humanities Press";"English";"Rack 7 - Aisle 1";1;"2021-12-25 20:05:27";"2021-12-25 20:05:27"
"1ef816f4-6eaf-47fa-8cd0-9c27cd6a671a";"Shubhsangrah-Bhag Bijo";"Sastu Sahitya Vardhak Karyalay";"Sastu Sahitya Vardhak Karyalay";"Gujarati";"Rack 5 - Aisle 2";1;"2022-02-13 20:45:50";"2022-02-13 20:45:50"
